employee_completion_rate,employee_failure_rate,employee_rejection_rate,current_active_tasks,task_priority,category_match_rate,high_priority_success_rate,is_successful
0.663,0.047,0.237,1,1,0.92,0.232,0
0.347,0.052,0.105,2,4,0.576,0.857,0
0.765,0.191,0.045,9,3,0.883,0.311,0
0.464,0.375,0.01,4,2,0.362,0.487,0
0.678,0.123,0.116,8,2,0.826,0.578,0
0.597,0.227,0.177,7,1,0.202,0.916,0
0.667,0.27,0.063,12,2,0.79,0.218,0
0.673,0.099,0.062,11,1,0.448,0.647,0
0.527,0.015,0.291,13,1,0.523,0.714,0
0.533,0.041,0.008,2,1,0.25,0.453,1
0.593,0.225,0.182,8,4,0.117,0.432,0
0.85,0.068,0.082,9,4,0.7,0.592,0
0.763,0.149,0.011,2,2,0.629,0.35,0
0.592,0.172,0.236,9,4,0.66,0.574,0
0.71,0.254,0.037,11,1,0.33,0.812,0
0.626,0.045,0.166,13,1,0.315,0.876,0
0.342,0.163,0.082,7,4,0.847,0.508,0
0.694,0.194,0.02,0,2,0.785,0.694,0
0.808,0.18,0.012,3,1,0.403,0.2,1
0.423,0.327,0.035,3,4,0.674,0.64,0
0.783,0.069,0.021,5,3,0.845,0.98,1
0.441,0.323,0.228,11,2,0.9,0.45,0
0.615,0.252,0.133,11,2,0.105,0.676,0
0.368,0.222,0.103,1,2,0.832,0.81,0
0.603,0.274,0.123,6,3,0.415,0.687,0
0.652,0.129,0.219,4,1,0.747,0.535,1
0.543,0.055,0.273,9,2,0.434,0.322,0
0.614,0.214,0.172,5,4,0.646,0.571,0
0.643,0.158,0.199,10,2,0.682,0.436,0
0.73,0.197,0.074,13,4,0.464,0.757,0
0.464,0.135,0.114,5,2,0.562,0.554,0
0.514,0.322,0.163,13,4,0.754,0.88,0
0.407,0.235,0.187,13,4,0.529,0.355,0
0.848,0.029,0.123,11,4,0.113,0.534,0
0.76,0.144,0.096,13,3,0.112,0.646,0
0.531,0.237,0.232,10,3,0.695,0.301,0
0.612,0.219,0.169,5,3,0.863,0.67,0
0.665,0.198,0.13,9,1,0.807,0.433,0
0.561,0.273,0.166,11,4,0.379,0.384,0
0.362,0.107,0.081,7,1,0.524,0.314,0
0.81,0.161,0.029,9,3,0.311,0.48,0
0.389,0.359,0.106,3,4,0.99,0.943,0
0.647,0.264,0.089,9,1,0.334,0.225,0
0.752,0.243,0.004,7,3,0.475,0.882,0
0.575,0.248,0.177,8,1,0.713,0.518,1
0.325,0.036,0.108,12,1,0.888,0.649,0
0.496,0.335,0.169,12,3,0.146,0.61,0
0.484,0.128,0.022,3,4,0.371,0.941,0
0.552,0.071,0.052,0,2,0.612,0.816,1
0.361,0.096,0.267,2,2,0.656,0.988,0
0.732,0.128,0.14,0,1,0.163,0.836,1
0.641,0.094,0.266,6,1,0.698,0.437,0
0.514,0.128,0.3,11,1,0.575,0.97,0
0.578,0.054,0.112,0,4,0.845,0.987,1
0.613,0.118,0.09,10,1,0.3,0.298,0
0.597,0.19,0.213,3,1,0.276,0.921,0
0.581,0.155,0.263,12,1,0.814,0.731,0
0.742,0.109,0.149,13,3,0.733,0.938,1
0.547,0.252,0.201,0,2,0.813,0.933,1
0.627,0.225,0.148,12,2,0.804,0.913,0
0.686,0.232,0.082,12,3,0.194,0.908,0
0.446,0.133,0.172,1,4,0.351,0.294,0
0.635,0.199,0.167,10,4,0.334,0.315,0
0.381,0.061,0.206,14,4,0.941,0.294,0
0.872,0.052,0.006,13,3,0.539,0.273,0
0.566,0.138,0.101,0,2,0.2,0.483,0
0.714,0.252,0.034,12,2,0.361,0.747,0
0.843,0.092,0.065,4,1,0.885,0.484,1
0.744,0.022,0.234,6,2,0.862,0.776,0
0.853,0.053,0.011,2,4,0.91,0.856,1
0.513,0.343,0.066,13,4,0.45,0.733,0
0.357,0.254,0.093,7,1,0.677,0.572,0
0.582,0.101,0.185,13,1,0.35,0.436,0
0.421,0.222,0.16,14,2,0.263,0.3,0
0.74,0.199,0.062,4,1,0.12,0.595,0
0.542,0.262,0.049,4,1,0.301,0.776,0
0.857,0.081,0.062,12,3,0.644,0.639,0
0.601,0.278,0.121,4,2,0.914,0.777,0
0.81,0.114,0.075,7,4,0.22,0.468,0
0.393,0.278,0.284,1,3,0.926,0.253,0
0.861,0.006,0.133,1,4,0.411,0.817,1
0.85,0.134,0.016,14,1,0.484,0.376,0
0.641,0.141,0.219,13,1,0.428,0.693,0
0.696,0.209,0.095,11,4,0.468,0.843,0
0.788,0.027,0.185,7,3,0.333,0.311,0
0.422,0.316,0.084,8,3,0.729,0.679,0
0.652,0.087,0.171,10,3,0.782,0.751,0
0.535,0.25,0.214,11,1,0.841,0.797,0
0.402,0.321,0.278,9,2,0.407,0.318,0
0.557,0.225,0.078,9,1,0.788,0.86,0
0.348,0.296,0.1,1,4,0.674,0.275,0
0.318,0.265,0.139,3,3,0.962,0.616,0
0.395,0.142,0.278,7,2,0.482,0.555,0
0.621,0.206,0.172,1,3,0.993,0.377,1
0.685,0.118,0.027,3,1,0.766,0.442,0
0.785,0.184,0.032,9,2,0.799,0.332,0
0.574,0.284,0.142,12,2,0.123,0.541,0
0.518,0.152,0.032,12,1,0.548,0.228,0
0.654,0.121,0.104,0,3,0.576,0.911,1
0.608,0.184,0.045,1,3,0.137,0.331,0
0.374,0.327,0.191,6,3,0.381,0.909,0
0.533,0.265,0.203,0,1,0.96,0.891,0
0.451,0.218,0.299,11,4,0.484,0.561,0
0.66,0.238,0.101,0,4,0.268,0.598,1
0.583,0.279,0.139,1,3,0.562,0.442,1
0.406,0.039,0.257,3,2,0.13,0.997,0
0.343,0.093,0.035,6,4,0.564,0.737,0
0.633,0.212,0.155,3,3,0.635,0.961,1
0.579,0.307,0.114,4,4,0.422,0.532,0
0.341,0.343,0.062,3,3,0.786,0.906,1
0.776,0.129,0.094,3,4,0.222,0.559,1
0.34,0.036,0.023,8,4,0.89,0.893,0
0.672,0.15,0.178,14,2,0.96,0.305,0
0.855,0.08,0.066,5,2,0.101,0.709,0
0.467,0.116,0.093,11,4,0.858,0.743,0
0.4,0.309,0.036,2,3,0.555,0.725,1
0.385,0.03,0.259,5,2,0.515,0.558,0
0.512,0.331,0.148,12,1,0.315,0.747,0
0.371,0.171,0.172,6,2,0.503,0.392,0
0.657,0.2,0.143,6,4,0.955,0.677,1
0.344,0.036,0.123,7,4,0.29,0.643,0
0.657,0.135,0.058,12,1,0.261,0.455,0
0.794,0.029,0.178,3,2,0.318,0.823,1
0.673,0.298,0.029,0,4,0.597,0.265,1
0.674,0.298,0.029,5,1,0.937,0.337,1
0.514,0.184,0.213,7,1,0.616,0.577,0
0.737,0.089,0.063,4,3,0.319,0.913,0
0.59,0.329,0.081,12,2,0.496,0.66,0
0.598,0.138,0.143,2,2,0.451,0.874,0
0.391,0.064,0.135,3,2,0.142,0.614,0
0.678,0.166,0.156,7,4,0.56,0.828,1
0.521,0.32,0.159,5,1,0.213,0.461,0
0.436,0.002,0.193,12,3,0.858,0.852,0
0.557,0.095,0.214,14,2,0.594,0.521,0
0.56,0.356,0.083,12,3,0.86,0.647,0
0.842,0.066,0.093,4,3,0.96,0.341,1
0.814,0.045,0.131,12,1,0.949,0.936,1
0.724,0.197,0.08,8,2,0.19,0.761,0
0.308,0.345,0.295,9,3,0.95,0.887,0
0.576,0.186,0.238,2,2,0.816,0.366,0
0.587,0.367,0.046,6,2,0.8,0.254,0
0.313,0.272,0.002,8,2,0.181,0.47,0
0.482,0.03,0.013,10,3,0.262,0.613,0
0.639,0.305,0.056,12,1,0.978,0.842,0
0.396,0.163,0.034,10,1,0.292,0.518,0
0.675,0.115,0.16,11,3,0.252,0.416,0
0.451,0.223,0.257,3,4,0.426,0.498,0
0.308,0.122,0.221,9,2,0.922,0.763,0
0.469,0.035,0.065,9,2,0.529,0.469,0
0.891,0.001,0.109,2,1,0.929,0.983,1
0.722,0.151,0.128,0,3,0.401,0.34,0
0.627,0.216,0.157,8,3,0.304,0.802,0
0.572,0.204,0.224,12,4,0.546,0.671,0
0.359,0.381,0.26,0,4,0.654,0.386,0
0.684,0.115,0.153,1,1,0.452,0.803,1
0.618,0.112,0.208,8,4,0.411,0.558,0
0.891,0.064,0.034,4,4,0.296,0.746,0
0.369,0.066,0.17,3,3,0.348,0.73,0
0.642,0.114,0.075,8,3,0.706,0.289,0
0.405,0.317,0.13,8,4,0.433,0.872,0
0.488,0.336,0.176,1,1,0.172,0.745,0
0.636,0.304,0.06,2,4,0.224,0.824,0
0.633,0.093,0.016,11,1,0.435,0.558,0
0.563,0.353,0.003,2,4,0.932,0.356,0
0.576,0.131,0.007,4,3,0.441,0.461,0
0.622,0.045,0.003,12,3,0.155,0.921,0
0.69,0.283,0.027,2,1,0.476,0.95,0
0.739,0.203,0.057,9,4,0.702,0.585,0
0.88,0.06,0.06,5,4,0.634,0.439,0
0.645,0.13,0.224,1,1,0.351,0.784,0
0.521,0.115,0.092,5,4,0.719,0.813,0
0.701,0.264,0.034,5,2,0.668,0.852,0
0.606,0.181,0.164,1,3,0.255,0.225,0
0.423,0.35,0.228,5,3,0.246,0.208,0
0.798,0.02,0.183,5,1,0.592,0.486,0
0.327,0.142,0.089,5,4,0.693,0.322,0
0.721,0.149,0.13,11,1,0.966,0.844,0
0.6,0.194,0.206,12,2,0.48,0.626,0
0.684,0.116,0.2,13,4,0.788,0.86,0
0.608,0.233,0.16,4,2,0.205,0.342,0
0.603,0.228,0.17,6,1,0.901,0.702,0
0.539,0.272,0.189,12,3,0.67,0.664,0
0.595,0.263,0.142,14,2,0.666,0.472,0
0.347,0.34,0.129,11,4,0.228,0.614,0
0.616,0.205,0.179,4,1,0.136,0.671,0
0.405,0.33,0.245,10,1,0.731,0.912,0
0.816,0.121,0.002,0,1,0.205,0.245,1
0.59,0.143,0.267,11,3,0.214,0.859,0
0.776,0.127,0.055,8,1,0.269,0.984,0
0.329,0.187,0.141,2,1,0.188,0.785,0
0.359,0.114,0.262,1,3,0.663,0.79,0
0.639,0.307,0.054,9,1,0.48,0.374,0
0.35,0.125,0.143,5,1,0.339,0.618,0
0.35,0.039,0.04,7,2,0.497,0.765,0
0.308,0.211,0.119,1,1,0.86,0.682,0
0.927,0.022,0.051,3,3,0.934,0.508,1
0.816,0.044,0.109,1,2,0.539,0.952,1
0.547,0.088,0.112,11,1,0.61,0.611,0
0.508,0.186,0.298,11,3,0.331,0.976,0
0.536,0.17,0.294,8,4,0.562,0.651,0
0.704,0.267,0.029,9,1,0.773,0.835,0
0.598,0.232,0.171,12,4,0.543,0.794,0
0.43,0.171,0.016,14,2,0.372,0.729,0
0.422,0.133,0.009,1,3,0.624,0.212,0
0.369,0.127,0.032,9,2,0.952,0.262,0
0.56,0.227,0.213,1,4,0.899,0.665,1
0.734,0.018,0.248,13,4,0.792,0.929,0
0.486,0.005,0.058,12,4,0.349,0.681,0
0.315,0.318,0.049,4,3,0.317,0.389,0
0.358,0.191,0.072,11,4,0.855,0.456,0
0.825,0.044,0.131,4,4,0.263,0.699,0
0.507,0.094,0.171,11,3,0.645,0.678,0
0.656,0.292,0.052,6,4,0.495,0.965,0
0.564,0.263,0.174,0,1,0.521,0.623,0
0.567,0.284,0.093,11,4,0.509,0.484,0
0.444,0.193,0.277,1,3,0.91,0.62,1
0.385,0.208,0.197,10,4,0.178,0.829,0
0.584,0.312,0.105,10,3,0.805,0.632,0
0.575,0.264,0.162,5,4,0.852,0.461,0
0.694,0.08,0.227,1,1,0.949,0.471,1
0.62,0.3,0.08,3,3,0.507,0.805,0
0.329,0.079,0.102,9,3,0.55,0.253,0
0.728,0.064,0.209,5,3,0.965,0.42,1
0.729,0.229,0.042,12,3,0.513,0.322,0
0.505,0.162,0.013,11,4,0.553,0.956,0
0.66,0.249,0.091,6,4,0.399,0.272,0
0.721,0.036,0.24,9,1,0.128,0.807,0
0.619,0.179,0.202,4,1,0.49,0.704,0
0.561,0.25,0.188,7,4,0.69,0.706,0
0.625,0.26,0.115,5,2,0.721,0.811,0
0.76,0.063,0.03,4,3,0.106,0.52,0
0.39,0.147,0.177,3,4,0.821,0.521,0
0.527,0.243,0.229,5,1,0.543,0.431,0
0.912,0.061,0.027,5,3,0.569,0.678,1
0.457,0.387,0.052,5,1,0.966,0.944,0
0.561,0.366,0.004,0,2,0.356,0.939,0
0.602,0.067,0.178,5,3,0.785,0.762,0
0.608,0.048,0.266,0,2,0.617,0.925,1
0.729,0.034,0.201,4,2,0.731,0.971,0
0.593,0.225,0.182,6,2,0.476,0.836,0
0.468,0.077,0.019,0,4,0.351,0.526,0
0.385,0.167,0.271,12,1,0.592,0.587,0
0.438,0.18,0.244,0,3,0.437,0.945,0
0.734,0.191,0.075,12,4,0.301,0.736,0
0.701,0.027,0.272,12,1,0.855,0.857,0
0.5,0.091,0.086,14,4,0.528,0.293,0
0.577,0.247,0.177,5,1,0.863,0.355,1
0.59,0.237,0.173,14,3,0.527,0.475,0
0.623,0.218,0.159,6,3,0.601,0.351,0
0.842,0.007,0.151,5,3,0.996,0.925,1
0.477,0.131,0.036,4,3,0.956,0.374,0
0.669,0.203,0.129,5,1,0.345,0.646,0
0.622,0.11,0.107,12,4,0.882,0.268,0
0.597,0.244,0.159,13,3,0.451,0.324,0
0.627,0.196,0.176,2,3,0.164,0.398,0
0.736,0.025,0.238,8,3,0.618,0.986,0
0.674,0.323,0.004,14,2,0.979,0.838,0
0.404,0.365,0.231,4,3,0.977,0.739,0
0.682,0.031,0.282,1,3,0.214,0.933,0
0.687,0.148,0.165,13,1,0.794,0.965,1
0.856,0.109,0.035,13,2,0.823,0.563,0
0.33,0.157,0.024,11,1,0.432,0.462,0
0.415,0.072,0.006,9,4,0.693,0.452,0
0.392,0.231,0.189,9,2,0.539,0.229,0
0.586,0.278,0.137,6,1,0.305,0.424,0
0.637,0.147,0.216,2,1,0.785,0.484,1
0.449,0.033,0.119,0,4,0.336,0.23,0
0.653,0.248,0.099,2,4,0.406,0.906,0
0.733,0.112,0.155,8,3,0.271,0.878,0
0.579,0.244,0.177,4,3,0.747,0.401,0
0.599,0.153,0.248,6,2,0.513,0.842,0
0.692,0.075,0.234,2,2,0.499,0.837,1
0.656,0.076,0.128,3,4,0.644,0.468,1
0.505,0.306,0.189,0,2,0.242,0.758,0
0.657,0.1,0.243,2,3,0.908,0.432,1
0.633,0.248,0.119,6,4,0.519,0.256,0
0.861,0.078,0.061,3,1,0.43,0.604,1
0.745,0.129,0.051,14,4,0.214,0.551,0
0.817,0.183,0.0,1,2,0.251,0.311,0
0.41,0.375,0.214,13,3,0.928,0.592,0
0.605,0.362,0.032,4,3,0.511,0.96,0
0.307,0.083,0.073,14,1,0.75,0.785,0
0.473,0.143,0.089,4,1,0.172,0.791,0
0.78,0.058,0.162,14,4,0.679,0.806,0
0.755,0.155,0.091,1,3,0.929,0.796,1
0.369,0.184,0.202,14,1,0.37,0.216,0
0.581,0.36,0.017,14,1,0.621,0.94,0
0.678,0.293,0.029,10,4,0.946,0.864,0
0.443,0.153,0.15,5,4,0.747,0.42,0
0.689,0.197,0.101,9,3,0.156,0.642,0
0.645,0.284,0.07,3,2,0.441,0.692,0
0.681,0.3,0.019,13,2,0.177,0.306,0
0.432,0.001,0.269,0,3,0.875,0.403,1
0.549,0.128,0.208,2,2,0.659,0.219,1
0.805,0.16,0.035,13,3,0.961,0.891,0
0.688,0.092,0.02,8,3,0.118,0.22,0
0.304,0.08,0.292,9,1,0.481,0.455,0
0.791,0.014,0.194,6,2,0.194,0.263,0
0.325,0.257,0.125,12,3,0.415,0.825,0
0.723,0.092,0.185,5,2,0.246,0.94,0
0.442,0.021,0.227,13,2,0.396,0.65,0
0.748,0.071,0.18,0,4,0.837,0.312,1
0.546,0.314,0.14,8,2,0.245,0.647,0
0.529,0.341,0.129,12,3,0.526,0.816,0
0.404,0.193,0.003,8,1,0.929,0.775,0
0.514,0.166,0.278,0,2,0.999,0.793,1
0.615,0.263,0.122,13,3,0.326,0.423,0
0.876,0.07,0.054,12,4,0.942,0.259,0
0.558,0.086,0.276,12,2,0.335,0.319,0
0.611,0.116,0.273,14,1,0.472,0.964,0
0.688,0.059,0.253,5,2,0.89,0.691,0
0.69,0.114,0.197,6,3,0.808,0.782,1
0.519,0.264,0.217,1,2,0.872,0.919,0
0.574,0.246,0.073,9,2,0.82,0.882,0
0.585,0.164,0.251,7,4,0.312,0.375,0
0.559,0.266,0.175,7,2,0.603,0.246,0
0.302,0.019,0.069,5,1,0.447,0.94,0
0.734,0.084,0.03,8,2,0.514,0.985,0
0.513,0.212,0.275,2,4,0.239,0.654,0
0.719,0.207,0.075,1,3,0.384,0.911,1
0.365,0.016,0.261,1,2,0.872,0.385,0
0.712,0.161,0.001,5,2,0.908,0.289,0
0.637,0.26,0.006,6,4,0.649,0.6,0
0.641,0.239,0.12,5,4,0.548,0.849,1
0.345,0.255,0.072,10,4,0.742,0.724,0
0.678,0.123,0.199,2,2,0.648,0.71,0
0.693,0.037,0.17,4,1,0.985,0.214,1
0.692,0.171,0.023,7,4,0.271,0.454,0
0.722,0.052,0.049,5,3,0.504,0.952,0
0.61,0.299,0.092,1,2,0.926,0.307,0
0.778,0.171,0.05,14,3,0.923,0.781,0
0.489,0.127,0.238,6,3,0.546,0.807,0
0.67,0.234,0.095,7,1,0.221,0.786,0
0.649,0.199,0.028,3,3,0.833,0.991,1
0.354,0.124,0.145,11,4,0.627,0.527,0
0.341,0.325,0.027,0,4,0.796,0.746,1
0.534,0.347,0.039,1,2,0.516,0.355,1
0.713,0.226,0.06,3,1,0.283,0.52,0
0.742,0.018,0.241,6,1,0.122,0.593,0
0.628,0.167,0.205,1,3,0.603,0.372,0
0.545,0.251,0.204,5,1,0.245,0.925,0
0.608,0.055,0.1,1,3,0.268,0.773,1
0.403,0.091,0.082,11,3,0.493,0.427,0
0.506,0.337,0.157,6,1,0.498,0.308,0
0.604,0.008,0.217,1,2,0.347,0.43,0
0.362,0.301,0.298,2,3,0.219,0.698,0
0.454,0.19,0.039,8,4,0.95,0.861,0
0.719,0.179,0.015,12,4,0.218,0.603,0
0.794,0.003,0.203,14,1,0.416,0.282,0
0.634,0.208,0.158,3,1,0.374,0.399,0
0.706,0.107,0.188,13,3,0.88,0.476,0
0.641,0.185,0.174,4,3,0.469,0.709,0
0.516,0.235,0.248,8,4,0.212,0.397,0
0.632,0.238,0.13,6,3,0.109,0.387,0
0.564,0.254,0.182,7,4,0.75,0.429,0
0.383,0.213,0.29,14,3,0.743,0.674,0
0.586,0.16,0.254,10,2,0.476,0.594,0
0.652,0.28,0.068,2,2,0.214,0.873,0
0.569,0.257,0.059,10,4,0.434,0.758,0
0.7,0.119,0.164,10,2,0.631,0.733,0
0.711,0.051,0.136,3,2,0.734,0.324,1
0.417,0.327,0.256,6,1,0.17,0.244,0
0.554,0.145,0.03,3,3,0.601,0.608,0
0.534,0.264,0.077,1,1,0.349,0.257,0
0.318,0.188,0.226,13,4,0.656,0.491,0
0.317,0.08,0.028,9,1,0.683,0.221,0
0.724,0.197,0.079,5,4,0.92,0.341,1
0.491,0.024,0.116,8,2,0.469,0.288,0
0.653,0.163,0.184,1,1,0.584,0.841,0
0.509,0.219,0.047,0,2,0.341,0.477,0
0.689,0.125,0.186,7,3,0.358,0.263,0
0.482,0.299,0.134,0,2,0.141,0.412,0
0.498,0.274,0.228,0,3,0.357,0.746,0
0.67,0.227,0.103,2,2,0.157,0.797,0
0.889,0.016,0.083,4,1,0.968,0.296,1
0.43,0.078,0.043,12,1,0.662,0.823,0
0.8,0.199,0.001,11,2,0.256,0.496,0
0.538,0.324,0.138,8,4,0.205,0.744,0
0.635,0.333,0.032,10,4,0.433,0.737,0
0.393,0.337,0.118,9,3,0.377,0.835,0
0.356,0.121,0.177,1,3,0.351,0.758,1
0.761,0.161,0.078,11,2,0.521,0.231,0
0.648,0.188,0.053,11,1,0.922,0.616,0
0.606,0.063,0.232,0,3,0.611,0.333,0
0.732,0.011,0.257,0,2,0.569,0.976,0
0.672,0.304,0.024,7,3,0.826,0.405,0
0.411,0.096,0.047,9,1,0.104,0.536,0
0.654,0.086,0.259,9,3,0.278,0.357,0
0.395,0.033,0.011,9,2,0.547,0.308,0
0.554,0.249,0.197,1,3,0.735,0.681,0
0.76,0.232,0.001,12,4,0.537,0.595,0
0.647,0.178,0.175,8,3,0.247,0.5,0
0.348,0.365,0.092,8,1,0.937,0.268,0
0.34,0.138,0.282,1,1,0.396,0.789,0
0.498,0.249,0.095,2,1,0.809,0.205,0
0.483,0.016,0.196,1,1,0.902,0.566,1
0.473,0.075,0.024,5,2,0.412,0.706,0
0.698,0.248,0.054,14,3,0.861,0.545,0
0.468,0.303,0.229,6,3,0.74,0.301,0
0.49,0.14,0.159,11,3,0.914,0.823,0
0.66,0.12,0.221,5,3,0.326,0.459,0
0.615,0.213,0.129,2,2,0.938,0.308,0
0.764,0.0,0.236,11,1,0.159,0.64,0
0.346,0.096,0.135,14,3,0.814,0.215,0
0.63,0.082,0.288,2,3,0.492,0.459,0
0.324,0.1,0.288,11,1,0.26,0.801,0
0.344,0.322,0.099,1,4,0.171,0.93,0
0.712,0.085,0.203,1,4,0.451,0.673,0
0.397,0.077,0.254,10,1,0.45,0.374,0
0.673,0.202,0.063,11,3,0.307,0.376,0
0.524,0.309,0.167,4,1,0.294,0.683,0
0.543,0.097,0.022,10,3,0.46,0.525,0
0.767,0.026,0.207,10,3,0.469,0.342,0
0.315,0.143,0.052,7,4,0.498,0.83,0
0.705,0.276,0.02,5,4,0.882,0.36,0
0.741,0.168,0.091,8,3,0.65,0.457,0
0.581,0.274,0.145,10,3,0.118,0.249,0
0.599,0.24,0.161,4,3,0.567,0.761,0
0.337,0.317,0.292,9,4,0.786,0.42,0
0.593,0.242,0.132,3,3,0.151,0.386,0
0.482,0.197,0.018,8,1,0.48,0.443,0
0.771,0.015,0.214,11,2,0.506,0.899,0
0.637,0.254,0.109,9,2,0.959,0.614,0
0.48,0.153,0.134,10,3,0.528,0.326,0
0.758,0.061,0.093,13,1,0.775,0.82,0
0.439,0.267,0.151,4,3,0.373,0.367,0
0.696,0.114,0.102,0,1,0.801,0.53,1
0.575,0.216,0.209,4,4,0.39,0.654,0
0.711,0.17,0.118,14,4,0.487,0.668,0
0.622,0.153,0.225,4,3,0.532,0.255,0
0.523,0.321,0.156,4,4,0.934,0.869,0
0.38,0.106,0.071,12,3,0.148,0.584,0
0.406,0.179,0.255,1,2,0.277,0.991,1
0.458,0.215,0.167,12,1,0.735,0.774,0
0.476,0.265,0.062,5,1,0.62,0.994,0
0.641,0.225,0.134,4,2,0.326,0.563,0
0.693,0.158,0.107,1,2,0.36,0.313,0
0.566,0.219,0.215,11,2,0.431,0.782,0
0.38,0.06,0.136,9,2,0.505,0.822,0
0.604,0.25,0.146,14,4,0.836,0.882,0
0.806,0.153,0.029,14,1,0.112,0.441,0
0.347,0.292,0.119,13,1,0.908,0.609,0
0.724,0.007,0.269,7,2,0.472,0.886,0
0.677,0.082,0.241,5,3,0.307,0.892,0
0.357,0.195,0.048,10,3,0.558,0.221,0
0.588,0.333,0.079,9,3,0.694,0.737,0
0.639,0.211,0.099,11,3,0.14,0.681,0
0.416,0.372,0.195,10,4,0.744,0.267,0
0.696,0.14,0.164,2,1,0.785,0.944,1
0.68,0.149,0.171,8,1,0.25,0.556,0
0.768,0.048,0.153,12,1,0.251,0.739,0
0.525,0.27,0.205,10,3,0.283,0.906,0
0.588,0.099,0.131,10,2,0.817,0.304,0
0.656,0.312,0.032,13,3,0.345,0.885,0
0.561,0.3,0.139,3,1,0.816,0.779,0
0.341,0.375,0.284,2,3,0.586,0.872,0
0.596,0.188,0.215,6,2,0.79,0.596,0
0.66,0.207,0.133,11,2,0.598,0.227,0
0.551,0.276,0.172,12,3,0.402,0.736,0
0.336,0.052,0.279,14,1,0.92,0.5,0
0.697,0.197,0.105,13,4,0.744,0.522,0
0.441,0.014,0.099,7,1,0.536,0.553,0
0.481,0.199,0.293,6,4,0.674,0.594,0
0.415,0.062,0.259,0,1,0.654,0.73,0
0.531,0.073,0.097,0,3,0.422,0.781,1
0.744,0.131,0.125,12,4,0.481,0.821,0
0.664,0.173,0.125,4,1,0.386,0.737,0
0.443,0.249,0.045,14,3,1.0,0.843,0
0.743,0.024,0.233,13,1,0.622,0.298,0
0.739,0.163,0.098,7,2,0.183,0.869,0
0.73,0.059,0.211,13,2,0.567,0.51,0
0.467,0.23,0.057,9,1,0.145,0.623,0
0.595,0.246,0.159,10,3,0.36,0.547,0
0.811,0.183,0.006,2,1,0.501,0.581,1
0.616,0.216,0.168,7,3,0.581,0.428,0
0.319,0.134,0.174,2,4,0.979,0.336,1
0.346,0.306,0.188,3,2,0.984,0.284,0
0.625,0.173,0.016,9,4,0.188,0.561,0
0.785,0.162,0.053,6,3,0.584,0.3,0
0.677,0.259,0.022,2,1,0.835,0.396,0
0.648,0.007,0.087,3,2,0.314,0.307,0
0.374,0.262,0.188,7,3,0.776,0.287,0
0.645,0.21,0.144,3,3,0.891,0.906,1
0.74,0.105,0.155,8,2,0.696,0.739,0
0.566,0.034,0.165,3,1,0.395,0.939,0
0.843,0.036,0.082,12,2,0.931,0.715,0
0.688,0.26,0.052,13,1,0.895,0.875,0
0.443,0.276,0.041,3,1,0.744,0.644,0
0.666,0.051,0.255,12,3,0.427,0.57,0
0.501,0.143,0.185,4,1,0.813,0.623,0
0.745,0.206,0.049,0,1,0.384,0.456,0
0.645,0.306,0.049,6,2,0.328,0.726,0
0.727,0.017,0.256,8,2,0.564,0.918,0
0.73,0.08,0.189,11,1,0.997,0.826,0
0.51,0.315,0.175,8,3,0.824,0.57,0
0.882,0.003,0.114,0,2,0.757,0.963,1
0.673,0.081,0.079,14,4,0.507,0.988,0
0.377,0.353,0.27,5,3,0.381,0.594,0
0.619,0.193,0.188,2,2,0.87,0.892,1
0.814,0.1,0.086,3,2,0.611,0.204,0
0.522,0.027,0.254,7,4,0.832,0.253,0
0.79,0.01,0.2,14,1,0.539,0.218,0
0.833,0.087,0.079,3,2,0.779,0.819,1
0.494,0.353,0.128,7,4,0.881,0.264,0
0.816,0.137,0.046,3,4,0.452,0.214,0
0.398,0.288,0.033,8,2,0.112,0.318,0
0.43,0.358,0.211,5,3,0.329,0.445,0
0.429,0.163,0.08,0,2,0.923,0.572,1
0.742,0.061,0.197,12,4,0.719,0.252,0
0.6,0.164,0.236,9,2,0.763,0.599,0
0.406,0.363,0.023,1,3,0.393,0.398,0
0.567,0.3,0.132,6,1,0.731,0.419,0
0.731,0.026,0.241,9,1,0.682,0.858,0
0.358,0.277,0.237,6,2,0.261,0.99,0
0.668,0.166,0.166,2,2,0.972,0.571,1
0.648,0.273,0.079,0,4,0.419,0.457,0
0.654,0.049,0.136,7,3,0.396,0.945,0
0.714,0.156,0.13,12,4,0.432,0.6,0
0.479,0.285,0.236,12,4,0.183,0.784,0
0.79,0.131,0.079,9,1,0.662,0.531,0
0.62,0.156,0.224,13,4,0.315,0.362,0
0.744,0.028,0.081,10,4,0.823,0.724,0
0.416,0.111,0.297,14,1,0.455,0.732,0
0.735,0.104,0.161,10,1,0.513,0.568,0
0.537,0.339,0.125,9,3,0.682,0.416,0
0.414,0.113,0.184,14,3,0.786,0.865,0
0.309,0.184,0.082,6,3,0.308,0.42,0
0.664,0.258,0.079,9,2,0.97,0.727,0
0.669,0.065,0.034,7,1,0.66,0.507,1
0.778,0.188,0.033,0,2,0.105,0.578,1
0.698,0.223,0.079,13,2,0.474,0.369,0
0.356,0.347,0.229,2,3,0.493,0.72,0
0.652,0.201,0.147,12,1,0.828,0.381,0
0.431,0.268,0.031,1,2,0.375,0.589,0
0.746,0.042,0.212,0,4,0.398,0.463,0
0.61,0.264,0.126,4,4,0.163,0.971,0
